"commentID","commentBody","commentTitle","assetID"
17734049,"The Republicans can use the voting machines from Florida, 2000.","<br/>",100000004235555
17733904," #FeelTheBern here's the funny part. Bernie Sanders carried 25% of the republican vote in his last election in Vermont, and also got about 2100 republican votes in the NH primary, more than some actual Republicans. Do yourself a favor and educate yourself on Bernie Sanders today before you bash him. All are welcome.","<br/>",100000004235555
17733532,"Many things have been lost in our American culture, dignity, respect, civility, a feeling that we are all bound up in this country good or bad and must all work together to succeed.  We have sowed the seeds of our own destruction, we don't have to worry about enemies from without, we are our own worst enemies.  At one time the Republican party was a progressive party under Lincoln and Teddy Roosevelt.  It freed slaves and broke up the large business's, passed child labor laws, and concerned itself with passing clean food and drug acts that protected the poor.<br/><br/>Today this same party is in the pocket of big business, instead of extending the vote to all people, it is trying to repress the vote of minorities.  Instead of trying to make people safe it is letting children drink water that is unsafe to save a few pennies, in order to give tax breaks to the wealthy.  Instead of assuming our proper role in world events, we choose to dominate the world and spend far too much on a military, that really isn't keeping us safe, since we have to spend so much it is breaking this country.  ","<br/>",100000004235555
17732757,"McConnell certainly has a knack for attempting to undermine elected officials.  It's ironic, that a politician who seems to talk a lot about democracy is so committed to undermining it at every turn, when it does not comport to his interests. In any other land they would call such behavior a ""dictator"".","<br/>",100000004235555
17733486,"want to end this rot in the system? amend the constitution! 1) Limit members of Congress to a 4yr single term. that gets them out of the business of endlessly seeking fat cat sponsors, and brings them to the business of true governance. the same applies to senators. let them all step aside after a term to give others also the chance to ""serve the American people."" 2) Get the Citizens United judgement reversed. No more big money super-packs. 3) Apportion equal time to all candidates on the media. the media has overplayed the ""elections are a spectator/gladiatorial sport"" angle, by focusing on their ratings and the 'fun, and the bloodier' candidates. 4) Election day should be declared a holiday, so all can afford to go to vote. Even a far poorer country like India, has this. 5) make voting compulsory. We want a democratic country? then let's get off our couches. ","<br/>",100000004235555
17733465,"Trump exudes leadership, we havent had a leader as president since Reagan.  The country is sick and tired of vanilla wrapper puppets in the WH.  Trump is a real person , speaks his mind, has the country first attitude.........and owes no one...........","<br/>",100000004235555
17733437,"Moving toward d-day November 2016, when the Republican Party, a party of fools for fools--and the rich, gets trounced. ","<br/>",100000004235555
17733400,"I have always been on the left end of the political spectrum, and I support Bernie Sanders wholeheartedly.<br/><br/>I despise Hillary.  She is a liar and dyed in the wool ally of Goldman Sachs. The prospect of her as the nominee makes me want to do the unthinkable: Vote republican.   <br/><br/>But the GOP seems to be dissolving.   I would vote for Rubio or Kasich or even Cruz over Hillary.   But I could never vote for a fascist like Trump.<br/>Sane people in the GOP:  Are you listening.   Are you going to rescue the party of Abraham Lincoln.<br/>Feel the Bern","<br/>",100000004235555
17733345,"The conversation goes something like this.  The guy will be a disaster for our Party.  He does not stand for ANY values of a conservative Republican.  He demeans our Party by his choice of language and the obvious bigotry that pervades his policies.  At worst he is an authoritarian demagogue.  <br/><br/>HOWEVER, if he becomes our nominee we will support him wholeheartedly. ","<br/>",100000004235555
17733306,"Nice reporting by NYT.<br/>Good HRC/Libya story, too.<br/>Thanks.","<br/>",100000004235555
17733168,"As an aside, the article repeats the unexamined Democrat myth that Southern whites switched to the Republican party during the Civil Rights era.  Actually almost no Southern Democrats even lost their seats.  Some stayed in office well into Obama's Presidency.  The shift didn't even start until Clinton was in office and first took place in suburban professional areas.  Slowly they became competitive and by W Bush's two-terms became dominant.  The shift wasn't about civil rights, it was about the Democrats becoming a hippie liberal party, which is one thing Southerners can't stand.","<br/>",100000004235555
17733354,"The first high profile defection to the Republicans was Strom Thurmond. Of course, by your estimation that had nothing to do with racial politics, right?","<br/>",100000004235555
17733129,"One thing this story totally misses is that the biggest problem the party 'elders' are having is that they are being ignored. <br/><br/>The Republican s outside of DC have been trying to tell them a message by boot out the Majority Leader in the House and raising a ruckus that forced the Speaker to stand down and the response?<br/><br/>And what has the response been? Disdain. Scorn. Anger. How dare we question our betters? From colluding with Democrats to prop up the brittle bones of the senile Thad Cochran in Mississippi, to passing the cromnibuss pork spending bill after Boehner resigned to the repeated attempts, such as the Rubio/Schumer Gang of 8 bill, to force an amnestry that the majority (Dems &amp; Repubs) don't want. They've have been ignored, insulted and reviled. Even today the DC establishment is pulling out all the stops to get Rubio elected so that they can serve their Chamber of Commerce masters.<br/><br/>There's a lot of them that are saying 'Let it all burn'.","<br/>",100000004235555
17733319,"The ridiculous AND sad part is when those behind steel gates see everything as US versus THEM when the THEM are the ones paying the bills. <br/><br/>D.C. is the enemy, and the party insiders are going to be the first to be dislocated.  ","<br/>",100000004235555
17732918,"Poking around YouTube, Trump has been hitting most of his current talking points during interviews in the 80s, and there's always a sense of deep patriotism. He also went to military school, which could have enhanced a love of country. Have any reporters asked if he's always dreamed of becoming president? I'm lead to believe Trump has been plotting this moment for several decades.","<br/>",100000004235555
17732987,"""There's always a sense of deep patriotism""<br/><br/>Is this supposed to be some sort of joke?","n/a",100000004235555
17731346,"Surely, with Trump's continued successes, it is clear that a significant number of Republicans have had an epiphany: They are not among the 1%!!","<br/>",100000004235555
17733157,"Two observations.   One, the Republicans are in this position because they were too democratic (with a small d) and let anyone run in their primary.   As a result, they attracted a large field of candidates, and expected Jeb! to be their shoo in.   But the voters had other ideas, and none of them could stand up to the exciting and media attracting campaigning of Trump.   In contrast, the Democrats process reminded me of a wedding where one lady was the only one allowed to try to catch the bouquet.   The DNC was so enamored with Mrs Clinton that they failed to see that the voter enthusiasm for her is pretty limited.   The Republicans are having record voter turn out in their primaries, while the Democrats have smaller turn outs, and Clinton wins big when the turn out is light.  <br/><br/>The second observation is that if the Republicans are successful in denying Trump their nomination, they have no other candidate presently running who seems at all attractive.  Rubio has not won a single primary.   Cruz won the Iowa caucus by dirty tricks.  And in his speculation on what may be in Trump's tax return, he reminds me more and more of Joe McCarthy.<br/><br/>And Romney has no business criticizing Trump's release of his tax return.  Romney did not release his until just weeks before the general election.   And when he did, we found out he took a $77,000 write off related to his wife's dancing horse.   Who is Romney to criticize?","<br/>",100000004235555
17733387,"Lady? You are joking, right?","<br/>",100000004235555
17733097,"Maybe they shouldn't have asked him to sign the bogus pledge?  Ptiebus should be fired. Over on stage left, you have McConnell, that other brain surgeon, refusing to do his job in the most naked display of partisanship to finish the implosio. Once and for all.","n/a",100000004235555
17733084,"We are witnessing Trump's rise as the 2016 catalyst for a major schism in the GOP (for better or worse). Although It's disturbing to watch the playground insults and name-calling being hurled on television, the GOP establishment is truly disturbed that it cannot control its destiny. Why did it take so many months for the GOP to recognize what's happening?    <br/><br/>Mr. Trump is attractive to folks who feel disconnected or threatened by social, economic, and cultural changes in the U.S. and want a strong leader to restore the past, or hit a ""reset"" button.  This playbook may sound familiar to people in France (Marie Le-Pen) and Russia (Vladimir Putin).   If Mr. Trump is elected as the next U.S. President, our entire system of divided government and ""checks and balances"" to limit the power of despotic executives will be put to the test.","<br/>",100000004235555
17733072,"After reading this article I understand, more fully, the popularity of Donald Trump.  It appears the politicians want the ""people"" to bow to their desires and not follow the will of the people who pay their salary.  Possibly we need a complete new House and Senate.  I find a lot objectionable about ""The Donald"".  However, I find it difficult to believe a businessman can do any worse than the politicians who go to Washington as poor people and leave about as rich as Mr. Trump, without ""solving"" the problems that confront our nation.  Just whom does Congress work for?  Just where does Congress stand in the polls?  How dare members of Congress tell any of us how to vote? ","<br/>",100000004235555
17733044,"Trump...Christie...LePage...<br/>Rubadub dub...three grubs in a tub.","<br/>",100000004235555
17733277,"Watch out for that freight train behind you.  It's name is Trump.","n/a",100000004235555
17732957,"Mr Trump was endorsed by Maine's bozo-nitwit governor LePage.  That's a loud alarm to stay away from Trump!","<br/>",100000004235555
17732948,"Why do Republicans still ""don't get it?""  As long as Karl Rove and Mitch McConnell are permitted to lead with a FRAT-BRAT AGENDA inspired by Lee Atwater, the GOP is destined to FAIL  The deranged publicist Karl Rove is a dead end for the Republican party, as is McConnell.","<br/>",100000004235555
17732971,"D will forgive the Right if they don't take advice from those who would spit on them. ","<br/>",100000004235555
17732937,"Some of the comments here seem to suggest that the Democratic establishment, with their well paid media propagandists, are safe.  Throwing tons of money towards Hillary Clinton camp through misinformation may not work this time. Obama who spent tons of money  delivered nothing but expensive healthcare many people cannot afford. If Hillary is the nominee, it will not work. Voters are tired of tongue-twisting liars and snake oil salesmen! Many of us will stay home on election day! ","<br/>",100000004235555
17732926,"The Republicans are between a rock and a hard place. Trump's pledge last fall to support the eventual Republican nominee was not a one-way deal. If his campaign for the nomination is thwarted by party machinations, he would be justified in mounting a third-party candidacy, splitting the Right and ensuring a Democratic victory. ","<br/>",100000004235555
17733501,"Yea, So what? Most of these Republican RINOs actually prefer being put of power...it's easier to govern that way, they say.","<br/>",100000004235555
17733183,"Being a patriot and being right or wrong are three different things.  No one could or should say that Lyndon Johnson or Barry Goldwater were not patriots.  Yet they are as opposite poles of Pols you can get.   I can't see why anyone should doubt Mr. Trump is patriotic to the USA, regardless of which end of the political spectrum in which you reside.  ","<br/>",100000004235555
17732908,"Paul LaPage has now endorsed Donald Trump.  That makes his statements reported here incredibly crass.","<br/>",100000004235555
17732899,"There has always been a genuine Republican party available to those traditional Republicans who need to jump from a burning ship. It is called the Democratic party. There will be plenty of room, as the young depart.","<br/>",100000004235555
17732830,"For 30 years, Fox News has been cultivating hate...hatred for Americans - many of whom are minorities all too accustomed to hate (see this story's ""since white Southerners abandoned the Democratic Party [and turned to what other Party?] en masse during the civil rights movement"") - who are unfortunate enough to be forced to turn to our government to survive.<br/><br/>And the Republicans RODE the ability of Fox News to generate that hatred among the Republican Party ""base"" into majorities in the House and Senate - and into too many state capitals, as well... even as those ""big donors"" this story mentions used the Republicans that they now owned heart, soul, and wallet to write the legislation needed to enable higher profits/greater self-enrichment by sending millions of jobs overseas...<br/><br/>Acts which forced more and more Americans into the same dependency upon government the Republicans publicly condemn and Fox News sows hatred of.<br/><br/>Now the Republican establishment wants to throw a tantrum when Trump harvests that hate and shapes it to fit his own purposes?  Hustling your competitors out of their expected profits is just ""good business""...<br/><br/>lollllll....","<br/>",100000004235555
17732813,"For however long he lasts, I love that Trump utterly destroys the other candidates. Roasts them over the coals!! Winning is one thing, but utterly destroying them is quite another.  That takes some doing.","<br/>",100000004235555
17732811,"The answer is staring them in the face: they need to dump the conservative movement, meaning the Koch brothers and their ground game known as the tea party. The long term goal of the conservative movement is to destroy the government, with total repeal of taxation, regulations, entitlements, etc., none of it designed to benefit the average citizen. This is what the Republican party has hitched its wagon to. The long term goal is far fetched, but the effort and the money have pushed the party far to the right, creating a culture where Ronald Reagan couldn’t get elected.<br/><br/>Mitch McConnell and his friends made a calculated decision to oppose the sitting president and interfere with the progress of the country. This may have seemed like smart politics, but was a massive insult to the American public. How dare they? Ironically in a lesser job they would have been fired. Wasting years on nonsense legislation on abortion and Obamacare. Again, fired. Mitch, we’d like to fire you and all of your cronies.<br/><br/>Why is Trump winning? Perhaps it’s just his promise to punch the bad guys in the face. I don't really care. I plan to vote for Hillary.","<br/>",100000004235555
17732789,"Mitch McConnell has all but guaranteed that the next President will not be a Republican. His actions are going to cost the party for years to come.","n/a",100000004235555
17732779,"The solution would be  for the GOP senators to convince Trump he needs someone like Kasich as VP, and then draft a secret pact with their Democratic brethren that should Trump take office on Jan 20, they will impeach him on Jan 21, making Kasich president. <br/><br/>Et tu....?","n/a",100000004235555
17732777,"OPEN LETTER TO MITCH MCCONNELL:<br/><br/>Dear Sen. McConnell:<br/><br/>With all due respect, have you lost your cotton-picking mind?  Republicans have a legitimate opportunity to win the White House this year and you are letting in-house partisanship color your judgment? How often have we heard EVERY candidate in nearly EVERY debate say, ""ANYONE on this stage is better than Hillary Clinton.”  How dare you conspire to cause the GOP to descend into anarchy!<br/><br/>If it were not for the Seventeenth Amendment, you wouldn't have to worry about Senatorial re-election this Fall (see Zywicki, Todd J. (1994). ""Senators and Special Interests: A Public Choice Analysis of the Seventeenth Amendment."" Oregon Law Review (University of Oregon School of Law)).  Don’t you think you run a greater risk in Senatorial direct elections by political fallout from blocking a Supreme Court nomination (which, by the way, I support wholeheartedly) than by Donald Trump becoming the Party’s Presidential candidate?  You’ll have NO opportunity to confirm an Originalist-Textualist as a Judge if the GOP loses in November because of ill-advised foolhardy disunity.<br/><br/>Stuff your emotions and use your intellect.  If you feel constrained to do so, endorse or lobby for the Candidate of your choice.  But, support the Party's eventual nominee and win or die from internal strife.  It’s your choice.","<br/>",100000004235555
