-2.988869466183996071e+00,-6.615440529878343412e+00
1.066146456200512516e+00,-3.646281374744741122e+00
1.245101826874589035e+00,-3.605445983381207142e+00
-2.651390008908909746e+00,-7.453211653395527492e+00
-1.346897642068600831e+01,2.650837087607716569e+01
5.384252795091839516e-01,-5.532215985313189144e+00
1.532402527597256814e+00,-4.172587291886795668e+00
-4.440863853662722072e+00,-4.330121291270321748e+00
-3.469802966169090297e+01,-2.277809488455190134e+01
-1.873005610466753845e+00,-3.139454587189743240e+00
-5.719605106806514572e-01,-2.998964748122791679e+00
1.705721562603765173e+00,-1.074114053007953373e+00
-5.499249535762116281e+00,2.843490449707299916e+00
4.201337261011523494e-01,-3.129774263200725937e+00
-4.504019975718427382e+00,-1.886060010194131609e+00
-3.069518445765570647e+00,1.947650733204857598e+00
-9.520380324190066967e-02,5.385741545217715043e+01
6.473878259005126923e-01,-5.978622497864988006e+00
7.825118648704904700e+00,1.830437303459270248e+00
-1.365206570014497522e+00,-4.196506134212152794e+00
-4.706816807052611296e+00,-1.163535027600493432e+00
-4.929803162111062731e-01,-4.835714286021953079e+00
2.836864623941262042e+00,-3.880178682018694314e+00
3.221689351424991088e+01,-7.812557942014659318e+01
3.222742309481959211e+01,-7.812946525670359676e+01
1.368549916057589355e+00,-4.709458056011289528e+00
7.869378156662812707e+00,1.797224046784711371e+00
4.229176365050674846e+00,1.914728754054512549e+01
4.210996113345293779e+00,1.916620942891141510e+01
-4.209831768869256585e+00,-4.357426768101768211e+00
-4.673542729475904878e+00,4.202813092756503721e+00
-2.568399207421432795e+00,-3.404427205357652420e-01
-1.274265577788549031e+01,-9.631082976389173211e+00
-1.006906485679414232e+01,-9.119584274593684370e+00
-5.871881767857240142e+00,2.709705617785582277e+00
-9.600098337850180741e+00,-8.355856066841784724e+00
-4.614631283933946726e+00,4.633545502224912127e+00
-4.528559657944770223e+00,-1.867822789286716745e+00
3.480084555906676513e+01,-3.482067167562486532e+01
-9.757303980382982189e+00,-9.627281842374943110e+00
-3.471308806045248829e+00,8.576986723315260797e-01
-2.782059087355880145e+00,2.189445266229143527e+01
-5.150157754157878465e+00,-6.809886754026664768e+00
-1.460223967951641733e+01,2.693020245388777667e+01
-9.068551452565504434e+00,-9.963079851246448015e+00
2.997820846810385120e+01,-7.682932120836755985e+01
-1.482282394120570679e+01,1.401047346656992376e+00
-4.895364196189469830e+00,-6.732905459461246522e+00
-5.172258273509072524e+00,-3.765139947194655612e+00
1.386741437077273353e+01,4.032032392900194218e+00
-1.568493010367157936e-01,-3.704656068844617955e+00
-3.706265265596607961e+00,1.730336793228133274e+00
-8.222915756461837145e-01,-5.144832853245704385e+00
-8.036322461355545954e+00,2.344047268925987382e+01
-1.515565823933073730e+01,2.713505663864331297e+01
9.740058887628404438e-01,-2.535780446767239127e+01
-1.118060423799863656e+01,-5.726729725914838198e+00
1.629552574614300253e+00,-7.007030726335224946e-01
1.385799615422344466e+01,-1.275223655776299703e+00
-1.176512588293144645e+01,-5.194317806803775639e+00
7.729608486851424765e+00,-2.260458524142940018e+00
1.183594699537549744e+01,5.239222722136981147e+00
1.812269543595945365e+01,2.299731564599260647e+00
-7.858809052828561903e+00,1.631682762903195583e+00
-1.168882092734079414e+01,-9.713795180015331709e+00
1.615268063547190991e+00,-1.073169440050726786e+00
8.317526404014760288e+00,-1.786448304652141328e+00
3.567751799598981677e+01,-3.974004224229291538e+01
-1.394431056814547354e+01,-1.065526513650311102e+01
-1.068427838249557027e+01,-7.422057126666448568e+00
-6.327759477692270096e+00,2.306857173011679762e+01
3.568660258870648505e+01,-3.975007047065652444e+01
-1.040296734706814306e+02,-2.758173519029793042e+01
-1.120565126696204139e+01,-5.676217054410813923e+00
3.613667403302759151e+00,-5.205105351013224357e+00
9.693966211467042626e+00,-3.620608703826078578e+00
